Original Field,ECS Field,Type,Field set,Level,Description
dhcp_msg,dhcp.message,Keyword,DHCP,Extended,DHCP message.
opcode,dhcp.message,Keyword,DHCP,Extended,DHCP message.
dns_server,dhcp.offer.dns,Ip,DHCP,Extended,DNS Server IP offered to client.
router,dhcp.offer.gateway,Ip,DHCP,Extended,Gateway IP offered to client.
yiaddr,dhcp.offer.ip,Ip,DHCP,Extended,IP address offered (DHCPOFFER) or assigned (DHCPACK) to client.
subnetmask,dhcp.offer.subnetmask,Ip,DHCP,Extended,Subnet mask offered to client.
giaddr,dhcp.relay.ip,Ip,DHCP,Extended,"Relay agent IP address, used in booting via a relay agent. Value is 0x0 if no relay and client is on the same subnet as the server."
host,dhcp.server.hostname,Keyword,DHCP,Extended,Hostname of the DHCP server.
ip,dhcp.source.ip,Ip,DHCP,Extended,IP address of the DHCP request source.
mac,dhcp.source.mac,Keyword,DHCP,Extended,MAC address of the DHCP request source.
total,dhcp.total.ip,Long,DHCP,Extended,Total IP address of DHCP server available.
transaction_id,dhcp.transaction.id,Keyword,DHCP,Extended,DHCP query identifier.
used,dhcp.used.ip,Long,DHCP,Extended,Total IP address of DHCP server used.
reverse_addr{},botes.dns.answers.reverse,Ip,DNS,Extended,IP address returned to the PTR request.
response_time,botes.dns.response_time,Long,DNS,Extended,"Elapsed time between sending of the dns request and reception of its response, in microseconds."
answer,dns.answers.data,Keyword,DNS,Extended,Answer from DNS for a query.
host_addr{},dns.answers.data,Keyword,DNS,Extended,Answer from DNS for a query.
dns.rdata,dns.answers.data,Keyword,DNS,Extended,DNS data  (ex. IP that domain name resolves to).
hostname{},dns.answers.data,Keyword,DNS,Extended,DNS data  (ex. IP that domain name resolves to).
query,dns.answers.data,Keyword,DNS,Extended,DNS data  (ex. IP that domain name resolves to).
dns.rrname,dns.answers.name,Keyword,DNS,Extended,DNS record name (ex: a domain name).
name{},dns.answers.name,Keyword,DNS,Extended,DNS record name (ex: a domain name).
dns.ttl,dns.answers.ttl,Long,DNS,Extended,Time (in seconds) a DNS information returned by the server will be kept in cache.
ttl{},dns.answers.ttl,Long,DNS,Extended,Time (in seconds) a DNS information returned by the server will be kept in cache.
dns.rrtype,dns.answers.type,Keyword,DNS,Extended,"DNS Record type (ex: A, AAAA, NS, PTR)."
record_type,dns.answers.type,Keyword,DNS,Extended,"DNS Record type (ex: A, AAAA, NS, PTR)."
dns.id,dns.id,Keyword,DNS,Extended,DNS query identifier.
transaction_id,dns.id,Keyword,DNS,Extended,DNS query identifier.
dns.rcode,dns.response_code,Keyword,DNS,Extended,Contains the DNS response code.
reply_code,dns.response_code,Keyword,DNS,Extended,DNS return message for request.
dns.type,dns.type,Keyword,DNS,Extended,"Indicating DNS message type, can be ""answer"" or ""query""."
message_type,dns.type,Keyword,DNS,Extended,"Indicating DNS message type, can be ""answer"" or ""query""."
Error_Code,error.code,Keyword,Error,Core,"Contains error code for Failure events. For Success events this parameter has ""0x0"" value."
logdesc,botes.event.description,Keyword,Event,Extended,Description of the log event.
msg,botes.event.description,Keyword,Event,Extended,Description of the log event.
event_status,botes.event.description,Keyword,Event,Extended,Description of the log event.
subject,botes.event.description,Keyword,Event,Extended,Contains Windows EventID description.
signature,botes.event.description,Keyword,Event,Extended,Contains Windows EventID description.
EventDescription,botes.event.description,Keyword,Event,Extended,Contains Windows EventID description.
reason,botes.event.reason,Keyword,Event,Extended,Reason of the event outcome.
s_ip,botes.event.source.ip,Ip,Event,Extended,The IP address of the server on which the log file entry was generated.
state,event.action,Keyword,Event,Core,The action captured by the event.
vendor_action,event.action,Keyword,Event,Core,The action captured by the event.
registry_type,event.action,Keyword,Event,Core,The action captured by the event. This describes the information in the event. It is more specific than event.category.
eventtype,event.category,Keyword,Event,Core,This contains high-level information about the contents of the event.
eventtype,event.category,Keyword,Event,Core,This contains high-level information about the contents of the event.
eventtype,event.category,Keyword,Event,Core,This contains high-level information about the contents of the event.
alert.category,event.category,Keyword,Event,Core,This contains high-level information about the contents of the event.
event_type,event.category,Keyword,Event,Core,This contains high-level information about the contents of the event.
eventtype,event.category,Keyword,Event,Core,This contains high-level information about the contents of the event.
eventtype,event.category,Keyword,Event,Core,This contains high-level information about the contents of the event.
eventtype,event.category,Keyword,Event,Core,This contains high-level information about the contents of the event.
eventtype,event.category,Keyword,Event,Core,This contains high-level information about the contents of the event.
eventtype,event.category,Keyword,Event,Core,This contains high-level information about the contents of the event.
eventtype,event.category,Keyword,Event,Core,This contains high-level information about the contents of the event.
eventtype,event.category,Keyword,Event,Core,This contains high-level information about the contents of the event.
eventtype,event.category,Keyword,Event,Core,This contains high-level information about the contents of the event.
eventtype,event.category,Keyword,Event,Core,This contains high-level information about the contents of the event.
eventtype,event.category,Keyword,Event,Core,This contains high-level information about the contents of the event.
eventtype,event.category,Keyword,Event,Core,This contains high-level information about the contents of the event.
eventtype,event.category,Keyword,Event,Core,This contains high-level information about the contents of the event.
eventtype,event.category,Keyword,Event,Core,This contains high-level information about the contents of the event.
EventType,event.category,Keyword,Event,Core,This contains high-level information about the contents of the event.
LogName,event.category,Keyword,Event,Core,Windows Event Log category.
EventType,event.category,Keyword,Event,Core,Contains high-level information about the contents of the event.
LogName,event.category,Keyword,Event,Core,Windows Event Log category.
EventType,event.category,Keyword,Event,Core,This contains high-level information about the contents of the event.
LogName,event.category,Keyword,Event,Core,Windows Event Log category.
EventCode,event.code,Keyword,Event,Extended,"Identification code for this event, if one exists."
EventCode,event.code,Keyword,Event,Extended,"Identification code for this event, if one exists."
EventCode,event.code,Keyword,Event,Extended,"Identification code for this event, if one exists."
EventCode,event.code,Keyword,Event,Extended,"Identification code for this event, if one exists."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
time,event.created,Date,Event,Core,"Event.created contains the date/time when the event was first read by an agent, or by your pipeline."
logid,event.id,Keyword,Event,Core,Optional log ID from device or observer.
logid,event.id,Keyword,Event,Core,Optional log ID from device or observer.
logid,event.id,Keyword,Event,Core,Optional log ID from device or observer.
TaskCategory,event.module,Keyword,Event,Core,Contains name for a subclass of events within the same Event Source.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
message,event.original,Keyword,Event,Core,Raw text message of entire event. Used to demonstrate log integrity.
status,event.outcome,Keyword,Event,Extended,"The outcome of the event. If the event describes an action, this fields contains the outcome of that action."
vendor_action,event.outcome,Keyword,Event,Extended,"The outcome of the event. If the event describes an action, this fields contains the outcome of that action."
vendor_action,event.outcome,Keyword,Event,Extended,"The outcome of the event. If the event describes an action, this fields contains the outcome of that action."
alert.action,event.outcome,Keyword,Event,Extended,"The outcome of the event. If the event describes an action, this fields contains the outcome of that action."
status,event.outcome,Keyword,Event,Extended,"The outcome of the event. If the event describes an action, this fields contains the outcome of that action."
SourceName,event.provider,Keyword,Event,Extended,Contains the name of the Windows Event Log source.
SourceName,event.provider,Keyword,Event,Extended,Contains the name of the Windows Event Log source.
SourceName,event.provider,Keyword,Event,Extended,Contains the name of the Windows Event Log source.
EventChannel,event.provider,Keyword,Event,Extended,Contains the name of the Windows Event Log source.
sn,event.sequence,Long,Event,Extended,Sequence number of the event.
RecordNumber,event.sequence,Long,Event,Extended,"Contains the record number for the event log record. The very first record written to an event log is record number 1, and other records are numbered sequentially."
RecordNumber,event.sequence,Long,Event,Extended,"Contains the record number for the event log record. The very first record written to an event log is record number 1, and other records are numbered sequentially."
RecordNumber,event.sequence,Long,Event,Extended,"Contains the record number for the event log record. The very first record written to an event log is record number 1, and other records are numbered sequentially."
RecordID,event.sequence,Long,Event,Extended,"Contains the record number for the event log record. The very first record written to an event log is record number 1, and other records are numbered sequentially."
severity,event.severity,Keyword,Event,Core,Severity describes the original severity of the event.
alert.severity,event.severity,Keyword,Event,Core,Severity describes the original severity of the event.
severity,event.severity,Keyword,Event,Core,Severity describes the original severity of the event.
Level,event.severity,Keyword,Event,Core,Severity describes the original severity of the event.
date_zone,event.timezone,Keyword,Event,Extended,This field should be populated when the event's timestamp does not include timezone information already
date_zone,event.timezone,Keyword,Event,Extended,This field should be populated when the event's timestamp does not include timezone information already
date_zone,event.timezone,Keyword,Event,Extended,This field should be populated when the event's timestamp does not include timezone information already
date_zone,event.timezone,Keyword,Event,Extended,This field should be populated when the event's timestamp does not include timezone information already
date_zone,event.timezone,Keyword,Event,Extended,This field should be populated when the event's timestamp does not include timezone information already
date_zone,event.timezone,Keyword,Event,Extended,This field should be populated when the event's timestamp does not include timezone information already
date_zone,event.timezone,Keyword,Event,Extended,This field should be populated when the event's timestamp does not include timezone information already
date_zone,event.timezone,Keyword,Event,Extended,This field should be populated when the event's timestamp does not include timezone information already
date_zone,event.timezone,Keyword,Event,Extended,This field should be populated when the event's timestamp does not include timezone information already
date_zone,event.timezone,Keyword,Event,Extended,This field should be populated when the event's timestamp does not include timezone information already
date_zone,event.timezone,Keyword,Event,Extended,This field should be populated when the event's timestamp does not include timezone information already
date_zone,event.timezone,Keyword,Event,Extended,This field should be populated when the event's timestamp does not include timezone information already
date_zone,event.timezone,Keyword,Event,Extended,This field should be populated when the event's timestamp does not include timezone information already
date_zone,event.timezone,Keyword,Event,Extended,This field should be populated when the event's timestamp does not include timezone information already
date_zone,event.timezone,Keyword,Event,Extended,This field should be populated when the event's timestamp does not include timezone information already
date_zone,event.timezone,Keyword,Event,Extended,This field should be populated when the event's timestamp does not include timezone information already
date_zone,event.timezone,Keyword,Event,Extended,This field should be populated when the event's timestamp does not include timezone information already
date_zone,event.timezone,Keyword,Event,Extended,This field should be populated when the event's timestamp does not include timezone information already
analyticssubmit,botes.file.analysis.flag,Boolean,FIle,Extended,Analysis status of particular file (true or false).
IMPHASH,botes.file.hash.imp,Keyword,File,Extended,Contains the IMP filehash.
Hashes,botes.file.hash.table,Keyword,File,Extended,Contains diffrent algorithm file hash in table.
PreviousCreationUtcTime,botes.file.pctime,Date,File,Extended,Contains the most recent time before file creation or modification.
CreationUtcTime,file.ctime,Date,File,Extended,Contains the most recent time after file creation or modification.
MD5,file.hash.md5,Keyword,File,Extended,Contains the MD5 filehash.
SHA1,file.hash.sha1,Keyword,File,Extended,Contains the SHA1 filehash.
analyticscksum,file.hash.sha256,Keyword,File,Extended,SH256 file hash.
file_hash,file.hash.sha256,Keyword,File,Extended,The hash fields represent different hash algorithms and their values.
SHA256,file.hash.sha256,Keyword,File,Extended,Contains the SHA256 filehash.
filename,file.name,Keyword,File,Extended,"Name of the file including the extension, without the directory."
part_filename,file.name,Keyword,File,Extended,"Name of the file including the extension, without the directory."
part_filename{},file.name,Keyword,File,Extended,"Name of the file including the extension, without the directory."
filename,file.name,Keyword,File,Extended,"Name of the file including the extension, without the directory."
filename{},file.name,Keyword,File,Extended,"Name of the file including the extension, without the directory."
file_name,file.name,Keyword,File,Extended,"Name of the file including the extension, without the directory."
file_path,file.path,Keyword,File,Extended,Full path to the file.
fileinfo.filename,file.path,Keyword,File,Extended,Full path to the file.
path,file.path,Keyword,File,Extended,Full path to the file.
File_Name,file.path,Keyword,File,Extended,Full path to the file.
TargetFilename,file.path,Keyword,File,Extended,Full path to the file.
fileinfo.size,file.size,Long,File,Extended,File size in bytes.
filesize,file.size,Long,File,Extended,File size in bytes.
filesize{},file.size,Long,File,Extended,File size in bytes.
Link_Name,file.target_path,Keyword,File,Extended,Target path for symlinks.
Relative_Target_Name,file.target_path,Keyword,File,Extended,Contains the relative name of the accessed target file or folder. This file-path is relative to the network share.
mastersrcmac,botes.host.master.mac,Keyword,Host,Core,The master MAC address for a host that has multiple network interfaces.
host,host.hostname,Keyword,Host,Core,Hostname of the host.
dvc_nt_host,host.hostname,Keyword,Host,Core,Hostname of the host.
dvc_nt_host,host.hostname,Keyword,Host,Core,Hostname of the host.
Host_Name,host.hostname,Keyword,Host,Core,Hostname of the host.
dvc_nt_host,host.hostname,Keyword,Host,Core,Hostname of the host.
native_os,host.os.full,Keyword,Host,Extended,"Client operating system name, including the version or code name."
native_os{},host.os.full,Keyword,Host,Extended,"Client operating system name, including the version or code name."
location,botes.http.header.content_location,Keyword,HTTP,Extended,The HTTP entity header indicates an alternate location for the returned data.
http.redirect,botes.http.redirect.url,Keyword,HTTP,Extended,URL of HTTP redirect.
cs_content_type,botes.http.request.content_type,Keyword,HTTP,Extended,The HTTP entity header is used to indicate the media type of the resource. HTTP Request in this case.
cs_content_type{},botes.http.request.content_type,Keyword,HTTP,Extended,The HTTP entity header is used to indicate the media type of the resource. HTTP Request in this case.
cs_date,botes.http.request.date,Date,HTTP,Extended,The HTTP general header contains the date and time at which the message was originated. HTTP Request in this case.
cs_date{},botes.http.request.date,Date,HTTP,Extended,The HTTP general header contains the date and time at which the message was originated. HTTP Request in this case.
src_headers,botes.http.request.headers,Keyword,HTTP,Extended,All HTTP headers sent from client to server.
request,botes.http.request.original,Keyword,HTTP,Extended,The request line exactly as it came from the client
request{},botes.http.request.original,Keyword,HTTP,Extended,The request line exactly as it came from the client
cs_pragma,botes.http.request.pragma,Keyword,HTTP,Extended,The HTTP/1.0 general header is an implementation-specific header that may have various effects along the request-response chain. It is used for backwards compatibility with HTTP/1.0 caches. HTTP Request in this case.
refused,botes.http.request.refused,Long,HTTP,Extended,Number of requests that were refused by the server
refused,botes.http.request.refused,Long,HTTP,Extended,Number of requests that were refused by the server
reqtype,botes.http.request.type,Keyword,HTTP,Extended,"HTTP Request type (Direct, Referral, etc.)."
sc_cache_control,botes.http.response.cache_control,Keyword,HTTP,Extended,"Standard Cache-Control directives used by the server in an HTTP response. Caching directives are unidirectional, meaning that a given directive in a request is not implying that the same directive is to be given in the response."
http.length,botes.http.response.content_length,Long,HTTP,Extended,Size in bytes of the response body.
http_content_length,botes.http.response.content_length,Long,HTTP,Extended,"The HTTP entity header indicates the size of the entity-body, in bytes, sent to the recipient. HTTP Response in this case."
http.http_content_type,botes.http.response.content_type,Keyword,HTTP,Extended,The HTTP entity header is used to indicate the media type of the resource. HTTP Request in this case.
http_content_type,botes.http.response.content_type,Keyword,HTTP,Extended,The HTTP entity header is used to indicate the media type of the resource. HTTP Response in this case.
set_cookie,botes.http.response.cookie,Keyword,HTTP,Extended,The HTTP response header is used to send cookies from the server to the user agent.
sc_date,botes.http.response.date,Date,HTTP,Extended,The HTTP general header contains the date and time at which the message was originated. HTTP Response in this case.
etag,botes.http.response.etag,Keyword,HTTP,Extended,"The HTTP response header is an identifier for a specific version of a resource. It allows caches to be more efficient, and saves bandwidth."
expires,botes.http.response.expires,Date,HTTP,Extended,The HTTP response header contains the date/time after which the response is considered stale.
dest_headers,botes.http.response.headers,Keyword,HTTP,Extended,All HTTP headers sent from server to client.
sc_pragma,botes.http.response.pragma,Keyword,HTTP,Extended,The HTTP/1.0 general header is an implementation-specific header that may have various effects along the request-response chain. It is used for backwards compatibility with HTTP/1.0 caches. HTTP Response in this case.
server,botes.http.response.server,Keyword,HTTP,Extended,The HTTP response header contains information about the software used by the origin server to handle the request.
http_comment,botes.http.response.status,Keyword,HTTP,Extended,The HTTP response status message returned to the client
sc_substatus,botes.http.response.substatus_code,Long,HTTP,Extended,The substatus of the HTTP error code.
transfer_encoding,botes.http.response.transfer_encoding,Keyword,HTTP,Extended,The HTTP response header specifies the form of encoding used to safely transfer the payload body to the user.
time_taken,botes.http.session.duration,Long,HTTP,Extended,Duration of the HTTP session in milliseconds.
http.xff,botes.http.xff,Keyword,HTTP,Extended,HTTP X-Forwarded-For support by adding an extra field or overwriting the source or destination IP address.
src_content,http.request.body.content,Keyword,HTTP,Extended,All HTTP payload content sent from client to server.
http.http_method,http.request.method,Keyword,HTTP,Extended,HTTP request method.
cs_method,http.request.method,Keyword,HTTP,Extended,HTTP request method.
http_method,http.request.method,Keyword,HTTP,Extended,HTTP request method.
http_method{},http.request.method,Keyword,HTTP,Extended,HTTP request method.
http.http_refer,http.request.referrer,Keyword,HTTP,Extended,Referrer for this HTTP request.
cs_Referer,http.request.referrer,Keyword,HTTP,Extended,Referrer for this HTTP request.
http_referrer,http.request.referrer,Keyword,HTTP,Extended,Referrer for this HTTP request.
http_referrer{},http.request.referrer,Keyword,HTTP,Extended,Referrer for this HTTP request.
dest_content,http.response.body.content,Keyword,HTTP,Extended,All HTTP payload content sent from server to client.
http.status,http.response.status_code,Long,HTTP,Extended,HTTP response status code.
sc_status,http.response.status_code,Long,HTTP,Extended,HTTP response status code.
status,http.response.status_code,Long,HTTP,Extended,HTTP response status code.
status{},http.response.status_code,Long,HTTP,Extended,HTTP response status code.
http.protocol,http.version,Keyword,HTTP,Extended,HTTP version.
cs_version,http.version,Keyword,HTTP,Extended,HTTP version.
cs_version{},http.version,Keyword,HTTP,Extended,HTTP version.
checksum,icmp.checksum,Long,ICMP,Extended,ICMP checksum.
icmp_code,icmp.code.id,Long,ICMP,Extended,ICMP code id.
code,icmp.code.id,Long,ICMP,Extended,ICMP code id.
code_string,icmp.code.name,Keyword,ICMP,Extended,ICMP code name.
sequence,icmp.sequence.id,Long,ICMP,Extended,ICMP sequence id.
id,icmp.transaction.id,Long,ICMP,Extended,ICMP query identifier.
icmp_type,icmp.type.id,Long,ICMP,Extended,ICMP type id.
type,icmp.type.id,Long,ICMP,Extended,ICMP type id.
type_string,icmp.type.name,Keyword,ICMP,Extended,ICMP type name.
assertion_description{},ldap.assertion.description,Keyword,LDAP,Extended,"Filter expression second operand, which is an assertion value."
assertion_value{},ldap.assertion.value,Keyword,LDAP,Extended,"Filter expression first operand, which is an attribute description."
message_type,ldap.message.type,Keyword,LDAP,Extended,LDAP message type.
elements,ldap.original.elements,Keyword,LDAP,Extended,"LDAP element, map containing name-value pairs with nested elements."
contains_sasl,ldap.sasl.enable,Boolean,LDAP,Extended,Indicates whether the authentication is done using SASL mechanism.
message_id,ldap.transaction.id,Keyword,LDAP,Extended,LDAP query identifier.
subtype,botes.log.subtype,Keyword,Log,Extended,Log Subtype.
